Llistat del pla docent per estudi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Centre: ;;;6 - Facultat de Ciències, Tecnologia i Enginyeries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estudi: ;;;Tots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curs acadèmic: ;;;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identificador element;Centre;Descripció del Centre;Pla;Descripció del Pla;Codi de l'assignatura;Assignatura;Curs;Tipus de l?assignatura;Crèdits ECTS;Classe;Categoria;Tipologia;Grup;Observacions;Estudiants matriculats;places;Estudiants previstos assignatura;Estudiants màxim propis grup;Hores previstes per grup;Tipus del període;Valor del període;Torn;Idioma;Modalitat;Matricula Out;Altres plans de l?assignatura;Criteri d?assignació;Grup pare;EstudiGrup pare;Macrogrups fills;Matriculats fills;Identificador elementFill1;Identificador elementFill2;Identificador elementFill3;Identificador elementFill4;Identificador elementFill5;Identificador elementFill6;Identificador elementFill7;Identificador elementFill8;Identificador elementFill9;Identificador elementFill10;Identificador elementFill11;Identificador elementFill12;Identificador elementFill13;Identificador elementFill14;Identificador elementFill15;Identificador elementFill16;Identificador elementFill17;Identificador elementFill18;Identificador elementFill19;Identificador elementFill20;Identificador elementFill21;Identificador elementFill22;Identificador elementFill23
30_13443_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13443;Geologia;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;16;45;16;80;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13471_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13471;Aplicacions dels Sistemes d'Informació Geogràfica;  ;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;28;30;21;30;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13472_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13472;Tècniques de Restauració del Medi;  ;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;23;25;21;25;240;S;2;Torn Matí;Català;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13484_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13484;Tècniques de Biologia Molecular;  ;Normal;3;Optativa;NO ESTÀNDARD;Grup Classe en anglès;11; ;13;13;12;13;0;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13484_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13484;Tècniques de Biologia Molecular;  ;Normal;3;Optativa;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;13;12;13;120;S;1;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13485_1;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;1; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13485_2;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;2; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13485_4;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;4; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_13485_13;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;13; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_13485_14;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;14; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
92_13485_16;6;Facultat de Ciències, Tecnologia i Enginyeries;92;Biomedicina;13485;Pràctiques Extracurriculars III;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;16; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13543_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13543;Biologia del Càncer;4;Normal;6;Optativa;NO ESTÀNDARD;Grup Classe en anglès;11; ;20;20;25;20;180;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13543_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13543;Biologia del Càncer;4;Normal;6;Optativa;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;10;25;10;60;S;1;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13543_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13543;Biologia del Càncer;4;Normal;6;Optativa;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;10;25;10;60;S;1;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13546_1;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;1; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13546_2;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;2; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13546_4;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;4; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_13546_13;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;13; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_13546_14;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;14; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
92_13546_16;6;Facultat de Ciències, Tecnologia i Enginyeries;92;Biomedicina;13546;Pràctiques Extracurriculars IV;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;16; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13600_1;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;1; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13600_2;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;2; ;2;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13600_4;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;4; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_13600_13;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;13; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_13600_14;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;14; ;7;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
92_13600_16;6;Facultat de Ciències, Tecnologia i Enginyeries;92;Biomedicina;13600;Pràctiques Extracurriculars II;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;16; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;24;30;96;30;160;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;1;38;27_13692_11;;;;;;;;;;;;;;;;;;;;;;
30_13636_12;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;18;35;96;35;160;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;1;40;27_13692_12;;;;;;;;;;;;;;;;;;;;;;
30_13636_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_1201;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1201; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_1202;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1202; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13636_1203;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13636;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1203; ;0;24;96;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13665_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13665;Bioinformàtica I;  ;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;4;8;5;8;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;27_13121_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13666_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13666;Bioinformàtica II;  ;Normal;6;Optativa;ESTÀNDARD;Grup Classe en anglès;11; ;3;3;0;3;240;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;27_13127_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;11;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;2;25;20;25;0;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_12;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;12;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;4;25;20;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_32;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;32;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;7;25;20;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques externes o de TFG/TFM;1101;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;0;0;20;0;500;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutories Altra Activitat Acadèmica;1101;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;0;0;20;0;500;S;2;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13667_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13667;Pràctiques Externes Optatives;  ;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutoritzacions Fora Dedicació;1101;Totes les tutoritzacions de pràctiques optatives estan comptabilitzades aquí;0;0;20;0;500;S;1;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13668_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13668;Tècniques de Seguiment i Gestió de la Fauna;  ;Normal;3;Optativa;ESTÀNDARD;Grup Classe;11; ;25;25;25;25;120;S;2;Torn Matí;Català;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;1; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;23;20;92_13485_16;107_13600_14;107_13485_14;27_13546_4;27_13485_4;104_13485_13;30_13546_1;25_13485_2;92_13546_16;25_13546_2;104_13600_13;25_13600_2;104_13674_13;92_13674_16;107_13674_14;27_13674_4;25_13674_2;107_13546_14;104_13546_13;30_13600_1;92_13600_16;30_13485_1;27_13600_4
104_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
92_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;92;Biomedicina;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_13674_1;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;300;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13674_2;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;2; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13674_4;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;4; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_13674_13;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;13; ;0;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_13674_14;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;14; ;4;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
92_13674_16;6;Facultat de Ciències, Tecnologia i Enginyeries;92;Biomedicina;13674;Pràctiques Extracurriculars I;  ;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;16; ;1;100;0;100;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;30_13674_1;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;11;No informat;2;25;15;25;0;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;12;No informat;7;25;15;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_32;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Grup Classe;32;No informat;4;25;15;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutoritzacions Fora Dedicació;1101;No informat;0;0;15;0;500;S;1;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques externes o de TFG/TFM;1101;No informat;0;0;15;0;500;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13675_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13675;Pràctiques Externes Optatives;4;Pràctiques Curriculars;6;Optativa;PRACT. Externes/Extracurrriculars;Tutories Altra Activitat Acadèmica;1101;No informat;0;0;15;0;500;S;2;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13692_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13692;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;38;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13636_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13692_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13692;Introducció a la Programació;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;40;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13636_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_14487_1;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14487;Pràctiques Extracurriculars;1;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Grup Classe;1; ;0;5;0;5;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_14487_1;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14487;Pràctiques Extracurriculars;1;Pràctiques Extracurriculars;0;Pràctiques extracurriculars;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques extracurriculars;1; ;0;0;0;0;0;A;0;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_14490_1;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14490;Epigenòmica ;1;Normal;5;Obligatòria;ESTÀNDARD;Docència Fora dedicació;1;ENG;0;0;30;0;200;A;0;Torn Mixt;Anglès; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_14490_55;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14490;Epigenòmica ;1;Normal;5;Obligatòria;ESTÀNDARD;Grup Classe;55;ENG;6;15;30;15;200;A;0;Torn Tarda;Anglès;Presencial;0;;Manual;0;;1;13;45_14490_59;;;;;;;;;;;;;;;;;;;;;;
45_14490_59;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14490;Epigenòmica ;1;Normal;5;Obligatòria;ESTÀNDARD;Grup Classe;59;ENG;13;22;30;22;200;A;0;Torn Mixt;Anglès;Online;0;;Manual;0;45_14490_55;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_14491_1;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;14491;Genòmica;1;Normal;7;Obligatòria;ESTÀNDARD;Docència Fora dedicació;1;ENG;0;0;30;0;280;A;0;Torn Matí;Anglès; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
