Llistat del pla docent per estudi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Centre: ;;;6 - Facultat de Ciències, Tecnologia i Enginyeries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estudi: ;;;Tots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curs acadèmic: ;;;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identificador element;Centre;Descripció del Centre;Pla;Descripció del Pla;Codi de l'assignatura;Assignatura;Curs;Tipus de l?assignatura;Crèdits ECTS;Classe;Categoria;Tipologia;Grup;Observacions;Estudiants matriculats;places;Estudiants previstos assignatura;Estudiants màxim propis grup;Hores previstes per grup;Tipus del període;Valor del període;Torn;Idioma;Modalitat;Matricula Out;Altres plans de l?assignatura;Criteri d?assignació;Grup pare;EstudiGrup pare;Macrogrups fills;Matriculats fills;Identificador elementFill1;Identificador elementFill2;Identificador elementFill3;Identificador elementFill4;Identificador elementFill5;Identificador elementFill6;Identificador elementFill7;Identificador elementFill8;Identificador elementFill9;Identificador elementFill10;Identificador elementFill11;Identificador elementFill12;Identificador elementFill13;Identificador elementFill14;Identificador elementFill15;Identificador elementFill16;Identificador elementFill17;Identificador elementFill18;Identificador elementFill19;Identificador elementFill20;Identificador elementFill21;Identificador elementFill22;Identificador elementFill23
104_15856_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15856;Emprenedoria i Innovació;4;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;15; ;13;45;40;45;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;1;5;25_16286_15;;;;;;;;;;;;;;;;;;;;;;
104_15857_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15857;Màrqueting Digital;4;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;15;Metacurs amb Multimedia;13;45;25;45;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15858_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15858;Comunicació Digital i Posicionament;3;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;15; ;18;45;20;45;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15859_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15859;Projectes Integrats I;1;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;8;45;20;45;60;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15859_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15859;Projectes Integrats I;1;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1501; ;0;12;20;12;180;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15859_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15859;Projectes Integrats I;1;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1502; ;0;12;20;12;180;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15860_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15860;Projectes Integrats II;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;16;45;15;45;0;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15860_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15860;Projectes Integrats II;2;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1501; ;0;12;15;12;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15860_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15860;Projectes Integrats II;2;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1502; ;0;12;15;12;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15861_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15861;Projectes Integrats III;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;17;45;20;45;0;S;2;Torn Matí;Català;Presencial;1;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15861_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15861;Projectes Integrats III;3;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1501; ;0;12;20;12;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15861_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15861;Projectes Integrats III;3;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1502; ;0;12;20;12;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_11;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;11;No informat;7;25;30;25;0;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_12;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;12;No informat;1;25;30;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_32;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;32;No informat;0;25;30;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques externes o de TFG/TFM;1101;No informat;0;0;30;0;500;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutoritzacions Fora Dedicació;1101;No informat;0;0;30;0;500;S;1;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15862_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15862;Pràctiques en Empresa;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutories Altra Activitat Acadèmica;1101;No informat;0;0;30;0;500;S;2;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15864_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15864;Seguretat Digital;4;Normal;3;Optativa;NO ESTÀNDARD;Grup Classe;15; ;0;0;15;0;60;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15864_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15864;Seguretat Digital;4;Normal;3;Optativa;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;20;15;20;60;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15865_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15865;Sistemes d'Informació per a IoT;4;Normal;6;Optativa;NO ESTÀNDARD;Grup Classe;15; ;1;15;10;15;0;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;25_13190_15;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15872_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15872;Art Digital i Nous Mitjans;4;Normal;3;Optativa;NO ESTÀNDARD;Grup Classe;15; ;9;25;20;25;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15872_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15872;Art Digital i Nous Mitjans;4;Normal;3;Optativa;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;20;24;40;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Grup Classe;15;1 grup de 10 i 1 de 5;4;20;30;20;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_16;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Grup Classe;16;1 grup de 10 i 1 de 5;2;30;30;30;0;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutoritzacions Fora Dedicació;1501;1 grup de 10 i 1 de 5;0;0;30;0;450;S;1;Torn Matí;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tribunals de TFG i TFM;1501;1 grup de 10 i 1 de 5;0;0;30;0;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutoritzacions de pràctiques externes o de TFG/TFM;1501;1 grup de 10 i 1 de 5;0;0;30;0;450;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_15877_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;15877;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutories Altra Activitat Acadèmica;1501;1 grup de 10 i 1 de 5;0;0;30;0;450;S;2;Torn Matí;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16195_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16195;Matemàtiques I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;50;50;50;50;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16195_52;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16195;Matemàtiques I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;52; ;27;50;50;50;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16195_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16195;Matemàtiques I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16195_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16195;Matemàtiques I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16195_5201;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16195;Matemàtiques I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5201; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;50;50;50;50;180;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_52;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;52; ;39;50;50;50;180;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_5201;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5201; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16196_5202;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16196;Matemàtiques II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5202; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16197_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16197;Estadística i Mesuraments en Automoció;2;Normal;6;Formació bàsica;ESTÀNDARD;Grup Classe;51; ;37;60;40;60;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16198_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16198;Física I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;55;55;50;55;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16198_52;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16198;Física I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;52; ;26;55;50;55;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16198_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16198;Física I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16198_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16198;Física I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16198_5201;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16198;Física I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5201; ;0;30;50;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;48;50;50;50;180;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_52;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;52; ;38;50;50;50;180;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_5201;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5201; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16199_5202;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16199;Física II;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5202; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16200_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16200;Disseny de Vehicles Assistit per Ordinador;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51;No informat;53;65;50;65;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16200_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16200;Disseny de Vehicles Assistit per Ordinador;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101;No informat;0;24;50;24;160;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16200_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16200;Disseny de Vehicles Assistit per Ordinador;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102;No informat;0;24;50;24;160;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16201_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16201;Química;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;59;65;50;65;180;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16201_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16201;Química;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16201_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16201;Química;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;30;50;30;60;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16202_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16202;Fonaments d'Informàtica;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;61;75;50;75;160;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16202_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16202;Fonaments d'Informàtica;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;24;50;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16202_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16202;Fonaments d'Informàtica;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;24;50;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16202_5103;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16202;Fonaments d'Informàtica;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5103; ;0;24;50;24;80;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16203_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16203;Gestió de l'Empresa i de la Qualitat;2;Normal;6;Formació bàsica;ESTÀNDARD;Grup Classe en anglès;51; ;46;60;40;60;240;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16204_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16204;Indústria de l'Automoció i Regulacions;2;Normal;6;Formació bàsica;ESTÀNDARD;Grup Classe en anglès;51; ;26;60;40;60;240;S;2;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16206_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16206;Circuits;1;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe;51;No informat;5;50;55;50;80;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16206_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16206;Circuits;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5101;No informat;0;24;55;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16206_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16206;Circuits;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5102;No informat;0;24;55;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16206_5103;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16206;Circuits;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5103;No informat;0;24;55;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe;51; ;7;50;48;50;80;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_52;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe;52; ;0;50;48;50;80;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;24;48;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;24;48;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_5201;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5201; ;0;24;48;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16207_5202;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16207;Electrònica de Vehicles I;1;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;5202; ;0;24;48;24;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
